ADDRESS_X,LATITUDE_X,LONGITUDE_X,AGE,COMMUNITY_COUNCIL_NEIGHBORHOOD,CPD_NEIGHBORHOOD,CRASHDATE,CRASHLOCATION,CRASHSEVERITY,CRASHSEVERITYID,DATECRASHREPORTED,DAYOFWEEK,GENDER,INJURIES,INSTANCEID,LIGHTCONDITIONSPRIMARY,LOCALREPORTNO,MANNEROFCRASH,ROADCONDITIONSPRIMARY,ROADCONTOUR,ROADSURFACE,SNA_NEIGHBORHOOD,TYPEOFPERSON,WEATHER,ZIP
31XX HARVEY AV,39.136719,-84.499214,26-30,AVONDALE,AVONDALE,08/15/2018 12:35:00 PM +0000,10 - DRIVEWAY/ALLEY ACCESS,3 - PROPERTY DAMAGE ONLY (PDO),3,08/15/2018 12:35:00 PM +0000,WED,F - FEMALE,1 - NO INJURY / NONE REPORTED,821298F2-719F-4CCF-BB41-E5B015F7448C,1 - DAYLIGHT,185011347,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",AVONDALE,D - DRIVER,2 - CLOUDY,45229
16XX WESTWOOD AV,39.126646,84.549072,26-30,N/A,N/A,08/18/2018 09:12:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/18/2018 09:12:00 AM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,5514577F-86BF-4132-91FE-88D2E125DAE2,1 - DAYLIGHT,185011538,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45214
29XX OBSERVATORY AV,39.102111,84.512391,UNDER 18,N/A,N/A,08/07/2018 07:18:26 AM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/07/2018 07:19:27 AM +0000,TUE,M - MALE,2 - POSSIBLE,484322EE-9059-4AD2-AA89-62081A5F5CCA,1 - DAYLIGHT,LCP18080700027,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,O - OCCUPANT,4 - RAIN,45208
8XX WINDHAM AV,39.144251,84.491046,18-25,N/A,N/A,08/17/2018 04:46:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/17/2018 04:51:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,639251B7-36F0-406A-8593-0715DF2A885A,1 - DAYLIGHT,185011520,5 - BACKING,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45229
6XX MAIN ST,39.103911,84.510925,41-50,N/A,N/A,08/12/2018 12:45:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/12/2018 12:45:00 PM +0000,SUN,F - FEMALE,1 - NO INJURY / NONE REPORTED,C48C413D-9783-4A94-B3B3-D5CF7066FAE9,1 - DAYLIGHT,185011210,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45202
74XX VINE ST,39.198065,-84.476439,31-40,CARTHAGE,CARTHAGE,08/07/2018 02:45:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 02:49:00 PM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,7866B8E6-C8FB-4C6E-B21A-0BC2653C6E45,1 - DAYLIGHT,185010954,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CARTHAGE,D - DRIVER,1 - CLEAR,45216
26XX W NORTH BEND RD,39.188449,84.573682,18-25,N/A,N/A,08/18/2018 11:40:00 AM +0000,03 - T-INTERSECTION,2 - INJURY,2,08/18/2018 11:41:00 AM +0000,SAT,F - FEMALE,2 - POSSIBLE,09B50AA1-EB28-4F74-A307-FFB7A1D15D64,1 - DAYLIGHT,185011548,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45239
E I275 AT 72-4 MM,39.059887,84.420444,61-70,N/A,N/A,08/08/2018 06:12:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/08/2018 06:12:00 PM +0000,WED,M - MALE,1 - NO INJURY / NONE REPORTED,15F0A299-93FC-4D71-B165-21417903EFE4,1 - DAYLIGHT,185011029,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45226
25XX W CLIFTON AVE,39.128571,84.519271,18-25,N/A,N/A,08/21/2018 10:15:00 PM +0000,10 - DRIVEWAY/ALLEY ACCESS,3 - PROPERTY DAMAGE ONLY (PDO),3,08/21/2018 10:29:00 PM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,4E38FBC7-0A32-4755-97E5-075B8B075826,4 - DARK - LIGHTED ROADWAY,185011707,5 - BACKING,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45219
24XX MOERLEIN AV,39.126514,-84.516512,UNKNOWN,CUF,FAIRVIEW,08/17/2018 02:00:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/17/2018 09:34:45 PM +0000,FRI,,1 - NO INJURY / NONE REPORTED,B87C917B-64F0-4B08-97FE-26AACFBE337C,9 - UNKNOWN,185011522,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CUF,D - DRIVER,1 - CLEAR,45219
2XX MT ECHO PARK DR,39.095309,-84.566382,41-50,EAST PRICE HILL,EAST PRICE HILL,08/13/2018 08:00:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/13/2018 08:01:00 PM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,419A5AD7-6B9A-4AF3-9B81-5E766F687CEE,1 - DAYLIGHT,185011271,"8 - SIDESWIPE, OPPOSITE DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",SEDAMSVILLE,D - DRIVER,1 - CLEAR,45204
4XX E 4TH ST,39.09821,39.10089,41-50,N/A,N/A,08/27/2018 07:56:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/27/2018 07:59:00 AM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,204FC394-E34E-435E-9124-ED3726F352AA,1 - DAYLIGHT,185011950,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45202
1XX W MCMILLAN ST,39.126775,84.519331,18-25,N/A,N/A,08/09/2018 02:14:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/09/2018 02:14:00 PM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,4BA16FF6-950C-4E38-A042-FD7088C3E3E9,1 - DAYLIGHT,185011064,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45219
3XX PURCELL AV,39.095646,84.562964,UNDER 18,N/A,N/A,08/25/2018 07:55:00 AM +0000,03 - T-INTERSECTION,2 - INJURY,2,08/25/2018 07:59:00 AM +0000,SAT,F - FEMALE,2 - POSSIBLE,0C0663BC-7A8E-4E06-B087-7926394E493E,1 - DAYLIGHT,185011867,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,4 - CURVE GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,O - OCCUPANT,1 - CLEAR,45205
21XX COLUMBIA PY,39.168176,84.301919,41-50,N/A,N/A,08/07/2018 05:50:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 05:50:00 PM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,6D9C922B-D51D-468A-A25A-164F90B5B242,1 - DAYLIGHT,185010977,2 - REAR-END,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45202
75XX ANTHONY WAYNE AV,39.198335,-84.475093,26-30,CARTHAGE,CARTHAGE,08/10/2018 02:00:00 PM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 02:03:00 PM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,40CCC291-EF0C-41D3-9B1E-309F050137F9,1 - DAYLIGHT,185011107,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CARTHAGE,D - DRIVER,1 - CLEAR,45216
S I75 AT 2-8 MM,39.129867,-84.532765,26-30,CAMP WASHINGTON,CAMP  WASHINGTON,08/16/2018 09:37:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/16/2018 09:37:00 PM +0000,THU,M - MALE,3 - NON-INCAPACITATING,653E3459-3D7B-4540-9B13-A1BB64C0528D,4 - DARK - LIGHTED ROADWAY,185011461,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CAMP WASHINGTON,D - DRIVER,4 - RAIN,45214
5XX EDEN PARK DR,39.118085,84.499418,31-40,N/A,N/A,08/03/2018 10:23:00 PM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/03/2018 10:23:00 PM +0000,FRI,M - MALE,2 - POSSIBLE,BD755616-B48E-4B01-9DB8-0BD104B5DDE2,4 - DARK - LIGHTED ROADWAY,185010788,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45206
21XX READING RD,39.332029,84.34856,61-70,N/A,N/A,08/16/2018 04:36:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/16/2018 04:36:00 PM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,819D1E47-8CDB-437B-93F4-4FF8571F977C,1 - DAYLIGHT,185011437,4 - REAR-TO-REAR,02 - WET,4 - CURVE GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45206
47XX READING RD,39.171871,-84.468021,61-70,BOND HILL,BONDHILL,08/13/2018 12:50:06 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/13/2018 01:05:18 PM +0000,MON,F - FEMALE,1 - NO INJURY / NONE REPORTED,4DA7AFA1-4594-4569-B68D-7C4E63C559A9,1 - DAYLIGHT,185011247,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",BOND HILL,D - DRIVER,1 - CLEAR,45237
41XX READING RD,39.158424,-84.475615,31-40,PADDOCK HILLS,PADDOCK  HILLS,08/10/2018 05:29:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 05:29:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,389EA01A-DF9D-439D-80F8-A51C8DE23A8D,1 - DAYLIGHT,185011121,6 - ANGLE,02 - WET,3 - CURVE LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",NORTH AVONDALE - PADDOCK HILLS,D - DRIVER,4 - RAIN,45229
10.X MM I75 NB,39.192152,-84.475613,18-25,BOND HILL,BONDHILL,08/20/2018 07:57:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/20/2018 07:57:00 PM +0000,MON,F - FEMALE,1 - NO INJURY / NONE REPORTED,8BAD1A50-2943-444E-A1B1-67DF3625EDCE,1 - DAYLIGHT,185011656,"7 - SIDESWIPE, SAME DIRECTION",02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",ROSELAWN,D - DRIVER,4 - RAIN,45237
29XX WARSAW AV,39.109426,-84.561457,31-40,EAST PRICE HILL,EAST PRICE HILL,08/27/2018 03:40:00 PM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/27/2018 03:41:00 PM +0000,MON,M - MALE,2 - POSSIBLE,46DA7CE2-F990-4175-A9EA-1076B9C9E1F1,1 - DAYLIGHT,185011968,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",EAST PRICE HILL,D - DRIVER,1 - CLEAR,45204
23XX FERGUSON RD,39.128537,84.597982,41-50,N/A,N/A,08/09/2018 10:15:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/09/2018 10:20:00 AM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,60F5F006-C255-4FA8-A8D2-C6D17225DC63,1 - DAYLIGHT,185011056,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45238
14XX DANA AV,39.146811,-84.477618,UNKNOWN,EVANSTON,EVANSTON,08/15/2018 09:30:00 AM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/15/2018 09:39:00 AM +0000,WED,,1 - NO INJURY / NONE REPORTED,EEC87287-AF44-445B-B2DA-9C6E8C3DF7E8,1 - DAYLIGHT,185011337,2 - REAR-END,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",EVANSTON,D - DRIVER,2 - CLOUDY,45229
46XX READING RD,39.169248,-84.467891,26-30,PADDOCK HILLS,BONDHILL,08/18/2018 11:10:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/18/2018 11:10:00 PM +0000,SAT,F - FEMALE,1 - NO INJURY / NONE REPORTED,CF723505-64F7-46C7-9450-F9407EF11DDC,4 - DARK - LIGHTED ROADWAY,185011566,2 - REAR-END,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",BOND HILL,O - OCCUPANT,1 - CLEAR,45229
53XX MADISON RD,39.165235,84.428646,41-50,N/A,N/A,08/07/2018 12:43:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 12:46:00 PM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,537559CB-6E93-40E1-B8DA-FF85507B3EF4,1 - DAYLIGHT,185010948,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45227
9XX MCPHERSON AV,39.110324,84.569818,UNKNOWN,N/A,N/A,08/21/2018 11:43:00 AM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/21/2018 11:45:00 AM +0000,TUE,,1 - NO INJURY / NONE REPORTED,B7C2AF03-7030-472C-93FB-DC71C196FDAA,1 - DAYLIGHT,185011684,3 - HEAD-ON,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45205
16XX BLUE ROCK ST,39.160252,-84.542276,41-50,NORTHSIDE,NORTHSIDE,08/24/2018 12:05:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/24/2018 08:09:00 PM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,856DE006-4DB5-4EB9-AAC4-609A4BC6C114,1 - DAYLIGHT,185011856,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",NORTHSIDE,D - DRIVER,1 - CLEAR,45223
26XX SPRING GROVE AV,39.129101,84.535598,31-40,N/A,N/A,08/08/2018 07:30:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/08/2018 07:34:00 AM +0000,WED,F - FEMALE,1 - NO INJURY / NONE REPORTED,EFEF9034-6D8F-4C23-87D8-645CB0B867FF,1 - DAYLIGHT,185010994,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45214
25XX VINE ST,39.126413,84.512208,UNKNOWN,N/A,N/A,08/02/2018 03:30:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/02/2018 05:14:00 PM +0000,THU,,1 - NO INJURY / NONE REPORTED,99FAE991-7251-4939-9BF6-1F738FE27B03,1 - DAYLIGHT,185010712,2 - REAR-END,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45219
58XX GLENWAY AV,39.136811,-84.613733,UNDER 18,WESTWOOD,WESTWOOD,08/10/2018 07:15:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 09:27:12 PM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,F4CC82ED-BAD5-4491-BCCF-839338D3A19C,1 - DAYLIGHT,185011127,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",WESTWOOD,D - DRIVER,1 - CLEAR,45238
40XX BEEKMAN ST,39.158667,-84.550766,41-50,SOUTH CUMMINSVILLE,S.. CUMMINSVILLE,08/03/2018 06:39:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/03/2018 06:44:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,B6724BE6-2036-4927-A090-74946A108E59,1 - DAYLIGHT,185010782,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",SOUTH CUMMINSVILLE,O - OCCUPANT,1 - CLEAR,45225
5XX W LIBERTY ST,39.113853,-84.526509,18-25,WEST END,WEST  END,08/05/2018 02:29:00 AM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/05/2018 02:40:00 AM +0000,SUN,F - FEMALE,1 - NO INJURY / NONE REPORTED,5814CE94-77A7-4412-A825-B6838DA13260,4 - DARK - LIGHTED ROADWAY,185010847,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,WEST END,D - DRIVER,1 - CLEAR,45214
S I75 AT 2-8 MM,39.126399,-84.534012,31-40,CAMP WASHINGTON,CAMP  WASHINGTON,08/10/2018 12:50:00 PM +0000,08 - OFF RAMP,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 01:52:57 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,7393C028-2664-4E2E-80BE-EF2C3D0180D2,1 - DAYLIGHT,185011103,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,3 - CURVE LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CAMP WASHINGTON,D - DRIVER,1 - CLEAR,45214
26XX VINE ST,39.129683,84.508246,UNKNOWN,N/A,N/A,08/24/2018 10:59:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/24/2018 11:03:00 PM +0000,FRI,,1 - NO INJURY / NONE REPORTED,ED6336AB-4523-4265-AC53-6D53EDE29E37,4 - DARK - LIGHTED ROADWAY,185011861,6 - ANGLE,01 - DRY,3 - CURVE LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45219
26XX QUEEN CITY AV,39.131811,84.590332,41-50,N/A,N/A,08/07/2018 05:23:00 AM +0000,03 - T-INTERSECTION,2 - INJURY,2,08/07/2018 05:25:00 AM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,96C600C8-DA3B-4E4C-883A-E8DA2329FE3A,4 - DARK - LIGHTED ROADWAY,185010923,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,O - OCCUPANT,4 - RAIN,45238
45XX GLENWAY AV,39.112881,84.589765,61-70,N/A,N/A,08/07/2018 07:39:00 PM +0000,03 - T-INTERSECTION,2 - INJURY,2,08/07/2018 07:39:00 PM +0000,TUE,M - MALE,3 - NON-INCAPACITATING,3D137D55-3FB7-4B62-B7A2-09F795426AFF,1 - DAYLIGHT,185010978,3 - HEAD-ON,01 - DRY,3 - CURVE LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,O - OCCUPANT,1 - CLEAR,45205
17XX RACE ST,39.115858,84.517346,51-60,N/A,N/A,08/07/2018 11:23:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 11:42:00 AM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,CC61B3E9-3B7B-4FFF-B4A3-BBD56B2D2BC4,1 - DAYLIGHT,185010946,5 - BACKING,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45202
40XX COLERAIN AV,39.158133,84.545396,26-30,N/A,N/A,08/19/2018 03:15:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/19/2018 03:17:00 PM +0000,SUN,M - MALE,1 - NO INJURY / NONE REPORTED,FC2671DF-726D-4A2E-971F-687D706FB976,1 - DAYLIGHT,185011596,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45223
22XX QUEBEC RD,39.1221,84.564773,18-25,N/A,N/A,08/25/2018 07:30:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/25/2018 07:32:00 PM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,F4665085-5EFD-4D41-8246-699FB2D8D71E,1 - DAYLIGHT,185011896,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45214
63XX ZINSLE AV,39.186129,-84.40106,UNKNOWN,N/A,N/A,08/08/2018 02:50:00 PM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/08/2018 02:50:00 PM +0000,WED,,1 - NO INJURY / NONE REPORTED,C84D8DD5-4A75-4435-9E12-190E4E945FE9,1 - DAYLIGHT,185011038,3 - HEAD-ON,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45213
37XX READING RD,39.151028,84.486079,41-50,N/A,N/A,08/02/2018 09:44:00 AM +0000,02 - FOUR-WAY INTERSECTION,2 - INJURY,2,08/02/2018 09:44:00 AM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,20C9C0B2-E288-474F-903A-8B97DDA20A48,1 - DAYLIGHT,185010706,3 - HEAD-ON,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45229
N I75 AT 2-8 MM,39.126714,-84.533904,18-25,CAMP WASHINGTON,CAMP  WASHINGTON,08/28/2018 05:31:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/28/2018 05:33:00 PM +0000,TUE,F - FEMALE,2 - POSSIBLE,DD272605-5BB1-43A2-A48B-AEAD2FEF1399,1 - DAYLIGHT,185012023,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CAMP WASHINGTON,D - DRIVER,1 - CLEAR,45214
3XX RACE ST,39.098849,84.514187,18-25,N/A,N/A,08/27/2018 08:06:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/27/2018 08:06:00 PM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,FE4E4832-9463-48AD-8418-33C395988B0E,3 - DUSK,185011981,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45202
3XX E MARTIN LUTHER KING DR,39.134536,-84.501826,61-70,CORRYVILLE,CORRYVILLE,08/07/2018 07:15:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 07:40:00 AM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,25CDBFF0-77EC-45C4-B53D-7071F93DBBC9,1 - DAYLIGHT,185010927,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CORRYVILLE,D - DRIVER,4 - RAIN,45219
40XX HAMILTON AV,39.157909,-84.540512,41-50,NORTHSIDE,NORTHSIDE,08/03/2018 01:46:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/03/2018 01:46:00 PM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,07CFBF3A-276B-490F-AF8C-B54B68EA6C4F,1 - DAYLIGHT,185010761,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",NORTHSIDE,D - DRIVER,1 - CLEAR,45223
12XX ROSEMONT AV,39.116844,84.581746,UNKNOWN,N/A,N/A,08/11/2018 01:20:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/11/2018 02:10:00 PM +0000,SAT,,1 - NO INJURY / NONE REPORTED,92A601A6-4522-4776-AD45-D77E4A1E2BE9,1 - DAYLIGHT,185011189,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45205
6XX E MCMILLAN ST,39.125559,-84.496951,18-25,WALNUT HILLS,WALNUT HILLS,08/21/2018 12:24:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/21/2018 12:29:00 PM +0000,TUE,F - FEMALE,3 - NON-INCAPACITATING,7E683DA2-B374-4FB6-BF6C-00DC49A17383,1 - DAYLIGHT,185011680,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",AVONDALE,D - DRIVER,1 - CLEAR,45206
